Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
right_knee_link,0.00454083237036741,-0.000902596090767482,-0.152531901825879,0,0,0,3.00375777017828,0.0352402985619036,1.33671147679066E-05,0.000581466043851993,0.0355635588048496,-0.000131018102629282,0.00249493826604574,0,0,0,0,0,0,package://sysmo_description/meshes/right_knee_link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://sysmo_description/meshes/right_knee_link.STL,,downbody-1/FA01-34000-knee p r link-V1-1/FA01-34000_littlelegrasm_V1-1;downbody-1/FA01-34000-knee p r link-V1-1/EC-A6416-P2-25（因克斯电机）-1;downbody-1/FA01-34000-knee p r link-V1-1/FA01-34003_踝关节摆杆_V1-2;downbody-1/FA01-34000-knee p r link-V1-1/EC-A6416-P2-25（因克斯电机）-2;downbody-1/FA01-34000-knee p r link-V1-1/长杆asm-1/FA01-34004_踝关节长连杆_V1-1;downbody-1/FA01-34000-knee p r link-V1-1/FA01-34003_踝关节摆杆_V1-1;downbody-1/FA01-34000-knee p r link-V1-1/短杆asm-1/FA01-34005_踝关节短连杆_V1-1,right_knee_link,right_knee_axis,right_knee_joint,revolute,0,0.005,-0.208,0,0,0,right_hip_yaw_link,0,1,0,0,0,0.05,2.09,,,,,,,,
right_ankle_pitch_link,2.60544336739706E-08,-6.22805243488678E-09,-3.33066907387547E-16,0,0,0,0.0556749105304315,6.04763854409575E-06,8.98470911271403E-18,4.86998109233469E-11,6.04765703740638E-06,-1.98561026237687E-11,9.27538806662971E-06,0,0,0,0,0,0,package://sysmo_description/meshes/right_ankle_pitch_link.STL,0.686274509803922,0.658823529411765,0.63921568627451,1,0,0,0,0,0,0,package://sysmo_description/meshes/right_ankle_pitch_link.STL,,downbody-1/FA01-35000-Cross axle link-V1-1,right_ankle_pitch_link,right_ankle_pitch_axis,right_ankle_pitch_joint,revolute,0,0,-0.42,0,0,0,right_knee_link,0,1,0,0,0,-1.05,0.52,,,,,,,,
right_ankle_roll_link,0.0250731667287884,8.96238250058801E-07,-0.0424564810026838,0,0,0,0.863992582560456,0.00055025278681349,5.64532962995972E-08,-1.5967001213026E-06,0.00353511705887538,-7.56422529664107E-10,0.00398365105992672,0,0,0,0,0,0,package://sysmo_description/meshes/right_ankle_roll_link.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://sysmo_description/meshes/right_ankle_roll_link.STL,,downbody-1/FA01-36000-foot ankle p r link-V1-1/FA01-36000_脚掌asm_V1-2;downbody-1/FA01-36000-foot ankle p r link-V1-1/FA01-36004_脚掌转接件对手件_V1-1,right_ankle_roll_link,right_ankle_roll_axis,right_ankle_roll_joint,revolute,0,0,0,0,0,0,right_ankle_pitch_link,1,0,0,0,0,-0.35,0.35,,,,,,,,
waist_yaw_link,0.0150267520755128,-1.58229116799445E-08,0.0104168810769416,0,0,0,0.179566240103738,0.00014885487205964,-1.45555726004689E-10,5.35579664066971E-05,0.000254899339885036,4.6341035505758E-11,0.00025556932492612,0,0,0,0,0,0,package://sysmo_description/meshes/waist_yaw_link.STL,0.741176470588235,0.392156862745098,0.294117647058824,1,0,0,0,0,0,0,package://sysmo_description/meshes/waist_yaw_link.STL,,0000_fa01-1/fa01-11000_髋部总成-1/waist后支撑轴-1;0000_fa01-1/fa01-11000_髋部总成-1/waist支撑轴-1,waist_yaw_link,waist_yaw_axis,waist_yaw_joint,revolute,0,0,0.25875,0,0,0,pelvis,0,0,1,0,0,-0.79,0.79,,,,,,,,
waist_roll_link,0.000695261131681387,-1.57869320358899E-08,0.000100745195086849,0,0,0,0.0706306277664418,3.37374721615723E-05,3.21917812433539E-12,1.84843292650176E-07,2.68796539299939E-05,-1.66050983262527E-11,5.35768474469694E-05,0,0,0,0,0,0,package://sysmo_description/meshes/waist_roll_link.STL,0.819607843137255,0.701960784313725,0.431372549019608,1,0,0,0,0,0,0,package://sysmo_description/meshes/waist_roll_link.STL,,0000_fa01-1/fa01-12000_十字轴组件-1/waist十字轴-1,waist_roll_link,waist_roll_axis,waist_roll_joint,revolute,0,0,0.0465,0,0,0,waist_yaw_link,1,0,0,0,0,-0.44,0.44,,,,,,,,
waist_pitch_link,-0.0148087774279505,-1.03676234963834E-05,0.207695278669477,0,0,0,1.41917656961692,0.0202320941736731,-2.08007738018035E-06,-0.000395326155495067,0.0136666711268397,-3.3070510360185E-06,0.0108040549066707,0,0,0,0,0,0,package://sysmo_description/meshes/waist_pitch_link.STL,0.666666666666667,0.666666666666667,0.666666666666667,1,0,0,0,0,0,0,package://sysmo_description/meshes/waist_pitch_link.STL,,0000_fa01-1/fa01-13000_腰部总成-1/腰部电机组件_r-1;0000_fa01-1/fa01-13000_腰部总成-1/腰部电机组件_l-1;0000_fa01-1/fa01-14000_躯干-1/后壳-1;0000_fa01-1/fa01-14000_躯干-1/前壳-1;0000_fa01-1/fa01-14000_躯干-1/右侧板-1;0000_fa01-1/fa01-14000_躯干-1/左侧板-1;0000_fa01-1/fa01-14000_躯干-1/上壳-1;0000_fa01-1/fa01-14000_躯干-1/背壳-1;0000_fa01-1/fa01-14000_躯干-1/颈部下壳-1,waist_pitch_link,waist_pitch_axis,waist_pitch_joint,revolute,0,0,0,0,0,0,waist_roll_link,0,1,0,0,0,-0.26,0.61,,,,,,,,
neck_yaw_link,-0.000234215351371198,-0.0187857485238379,0.0134449919971906,0,0,0,0.0188874938458309,8.3721755588329E-06,6.06274138666246E-08,-8.55149727645055E-08,6.30137686467712E-06,-2.3878246034425E-06,7.97244755270101E-06,0,0,0,0,0,0,package://sysmo_description/meshes/neck_yaw_link.STL,0.686274509803922,0.309803921568627,0.231372549019608,1,0,0,0,0,0,0,package://sysmo_description/meshes/neck_yaw_link.STL,,0000_fa01-1/fa01-22001_颈部_yaw_link-1,neck_yaw_link,neck_yaw_axis,neck_yaw_joint,revolute,0,0,0.4035,0,0,0,waist_pitch_link,0,0,1,0,0,-1.57,1.57,,,,,,,,
neck_pitch_link,0.00551632074912238,-0.000592371348876721,0.115504952091433,0,0,0,0.408599440077708,0.00146079409793564,1.40817084741655E-08,-6.29993839667831E-05,0.00129725383300464,1.0637604962838E-06,0.00130130431255807,0,0,0,0,0,0,package://sysmo_description/meshes/neck_pitch_link.STL,0.741176470588235,0.392156862745098,0.294117647058824,1,0,0,0,0,0,0,package://sysmo_description/meshes/neck_pitch_link.STL,,0000_fa01-1/fa01-21000_头部总成-1/摄像头压板-1;0000_fa01-1/fa01-21000_头部总成-1/头部后盖-1;0000_fa01-1/fa01-21000_头部总成-1/雷达固定板-1;0000_fa01-1/fa01-21000_头部总成-1/头部上盖-1;0000_fa01-1/fa01-21000_头部总成-1/mid-360-fov-asm-1;0000_fa01-1/fa01-21000_头部总成-1/头部base-1;0000_fa01-1/fa01-21000_头部总成-1/_3d_stp_gemini_336l_asm_with_fo-1;0000_fa01-1/fa01-21000_头部总成-1/颈部支座-1;0000_fa01-1/fa01-21000_头部总成-1/头部pitch_link-1;0000_fa01-1/fa01-21000_头部总成-1/tchl-11-100-fl-dc48-x05-hise_m0-1/tchl-11-100-fl-dc48-x06-hise-m0-1/none-6906-1;0000_fa01-1/fa01-21000_头部总成-1/tchl-11-100-fl-dc48-x05-hise_m0-1/tchl-11-100-fl-dc48-x06-hise-m0-1/none-8352-1;0000_fa01-1/fa01-21000_头部总成-1/tchl-11-100-fl-dc48-x05-hise_m0-1/tchl-11-100-fl-dc48-x06-hise-m0-1/cdh-14-100-c-h-sp1371-202-52998-1;0000_fa01-1/fa01-21000_头部总成-1/tchl-11-100-fl-dc48-x05-hise_m0-1/tchl-11-100-fl-dc48-x06-hise-m0-1/11_04_015-06j024_壳体tchl11-gwa2-1;0000_fa01-1/fa01-21000_头部总成-1/tchl-11-100-fl-dc48-x05-hise_m0-1/tchl-11-100-fl-dc48-x06-hise-m0-1/11_04_015-06j026_后盖tchl11-a2-1-1;0000_fa01-1/fa01-21000_头部总成-1/tchl-11-100-fl-dc48-x05-hise_m0-1/tchl-11-100-fl-dc48-x06-hise-m0-1/xt30-m电源线_tchl11-1-solid4-1,neck_pitch_link,neck_pitch_axis,neck_pitch_joint,revolute,0,0,0.031,0,0,0,neck_yaw_link,0,-1,0,0,0,-0.52,0.79,,,,,,,,
left_shoulder_pitch_link,0.00153318647679373,0.0113883212862713,-0.000372448298375572,0,0,0,0.829058789327665,0.00111231268001952,0.000133747584603132,-1.3302178259307E-05,0.00111920524668337,-3.50357252501526E-05,0.000993565317042156,0,0,0,0,0,0,package://sysmo_description/meshes/left_shoulder_pitch_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sysmo_description/meshes/left_shoulder_pitch_link.STL,,FA01-60-2/MirrorFA01-51-r_arm_shoulder_pitch-2/FA01-61-003l_arm_shoulder_pitch_fix_3-1;FA01-60-2/MirrorFA01-51-r_arm_shoulder_pitch-2/FA01-61-002-l_arm_shoulder_pitch_fix_2-1;FA01-60-2/MirrorFA01-51-r_arm_shoulder_pitch-2/FA01-61-001-l_arm_shoulder_pitch_fix_1-1;FA01-60-2/MirrorFA01-51-r_arm_shoulder_pitch-2/FA01-61-004-l_arm_shoulder_pitch_fix_4-1,left_shoulder_pitch_link,left_shoulder_pitch_axis,left_shoulder_pitch_joint,revolute,0,0.2258,0.3105,0,0,0,waist_pitch_link,0,1,0,0,0,-2.79,2.79,,,,,,,,
left_shoulder_roll_link,0.0034774367943043,0.00302465464541546,-0.0633793531536565,0,0,0,0.763439167281705,0.00228037215415673,-9.62832309027896E-06,0.00037113080300627,0.00211194655813741,-7.89063860082039E-05,0.00100586947035643,0,0,0,0,0,0,package://sysmo_description/meshes/left_shoulder_roll_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sysmo_description/meshes/left_shoulder_roll_link.STL,,FA01-60-2/MirrorFA01-52-r_arm_shoulder_roll-2/MirrorFA01-52-003-r_arm_shoulder_roll_fix_3-1;FA01-60-2/MirrorFA01-52-r_arm_shoulder_roll-2/FA01-62-002-l_arm_shoulder_roll_fix_2-1;FA01-60-2/MirrorFA01-52-r_arm_shoulder_roll-2/FA01-62-001-l_arm_shoulder_roll_fix_1-1;FA01-60-2/MirrorFA01-52-r_arm_shoulder_roll-2/MirrorFA01-52-005-r_arm_shoulder_roll_fix_5-1,left_shoulder_roll_link,left_shoulder_roll_axis,left_shoulder_roll_joint,revolute,0,0.045,0,0,0,0,left_shoulder_pitch_link,1,0,0,0,0,-0.33,3.49,,,,,,,,
